xml:id,country,settlement,repository,idno,altIdentifier 1,altIdentifier 2,name,head,history,adminInfo,note,catalog link,surrogate
BLRoy8Fvii,UK,London,British Library,Royal 8 F.VII,,,,,,,,,
BLRoy8Fxii,UK,London,British Library,Royal 8 F.XII,,,,,,,,,
BLRoy9Cii,UK,London,British Library,Royal 9 C.II,,,,,,,,,
BLRoyApp58,UK,London,British Library,Royal Appendix 58,,,,,,,,,
BLRoyRM24d2,UK,London,British Library,Royal RM 24.d.2,,,,,,,,,
BLSl100,UK,London,British Library,Sloane 100,,,,,,,,,
BLSl1044,UK,London,British Library,Sloane 1044,,,,,,,,,
BLSl1091,UK,London,British Library,Sloane 1091,,,,,,,,,
BLSl1092,UK,London,British Library,Sloane 1092,,,,,,,,,
BLSl1098,UK,London,British Library,Sloane 1098,,,,,,,,,
BLSl1118,UK,London,British Library,Sloane 1118,,,,,,,,,
BLSl1198,UK,London,British Library,Sloane 1198,,,,,,,,,
BLSl120,UK,London,British Library,Sloane 120,,,,,,,,,
BLSl1210,UK,London,British Library,Sloane 1210,,,,,,,,,
BLSl1212,UK,London,British Library,Sloane 1212,,,,,,,,,
BLSl1253,UK,London,British Library,Sloane 1253,,,,,,,,,
BLSl1313,UK,London,British Library,Sloane 1313,,,,,,,,,
BLSl1314,UK,London,British Library,Sloane 1314,,,,,,,,,
BLSl1315,UK,London,British Library,Sloane 1315,,,,,,,,,
BLSl1360,UK,London,British Library,Sloane 1360,,,,,,,,,
BLSl140,UK,London,British Library,Sloane 140,,,,,,,,,
BLSl1423,UK,London,British Library,Sloane 1423,,,,,,,,,
BLSl147,UK,London,British Library,Sloane 147,,,,,,,,,
BLSl1571,UK,London,British Library,Sloane 1571,,,,,,,,,
BLSl1584,UK,London,British Library,Sloane 1584,,,,,,,,,
BLSl1609,UK,London,British Library,Sloane 1609,,,,,,,,,
BLSl1685,UK,London,British Library,Sloane 1685,,,,,,,,,
BLSl1686,UK,London,British Library,Sloane 1686,,,,,,,,,
BLSl1698,UK,London,British Library,Sloane 1698,,,,,,,,,
BLSl1710,UK,London,British Library,Sloane 1710,,,,,,,,,
BLSl1723,UK,London,British Library,Sloane 1723,,,,,,,,,
BLSl1785,UK,London,British Library,Sloane 1785,,,,,,,,,
BLSl1787,UK,London,British Library,Sloane 1787,,,,,,,,,
BLSl1802,UK,London,British Library,Sloane 1802,,,,,,,,,
BLSl1825,UK,London,British Library,Sloane 1825,,,,,,,,,
BLSl1842,UK,London,British Library,Sloane 1842,,,,,,,,,
BLSl1853,UK,London,British Library,Sloane 1853,,,,,,,,,
BLSl1873,UK,London,British Library,Sloane 1873,,,,,,,,,
BLSl1986,UK,London,British Library,Sloane 1986,,,,,,,,,
BLSl2027,UK,London,British Library,Sloane 2027,,,,,,,,,
BLSl2036,UK,London,British Library,Sloane 2036,,,,,,,,,
BLSl2170,UK,London,British Library,Sloane 2170,,,,,,,,,
BLSl2174,UK,London,British Library,Sloane 2174,,,,,,,,,
BLSl2232,UK,London,British Library,Sloane 2232,,,,,,,,,
BLSl2275,UK,London,British Library,Sloane 2275,,,,,,,,,
BLSl2352,UK,London,British Library,Sloane 2352,,,,,,,,,
BLSl2452,UK,London,British Library,Sloane 2452,,,,,,,,,
BLSl2457,UK,London,British Library,Sloane 2457,,,,,,,,,
BLSl2464,UK,London,British Library,Sloane 2464,,,,,,,,,
BLSl2478,UK,London,British Library,Sloane 2478,,,,,,,,,
BLSl252,UK,London,British Library,Sloane 252,,,,,,,,,
BLSl2532,UK,London,British Library,Sloane 2532,,,,,,,,,
BLSl2577,UK,London,British Library,Sloane 2577,,,,,,,,,
BLSl2578,UK,London,British Library,Sloane 2578,,,,,,,,,
BLSl2584,UK,London,British Library,Sloane 2584,,,,,,,,,
BLSl2593,UK,London,British Library,Sloane 2593,,,,,,,,,
BLSl288,UK,London,British Library,Sloane 288,,,,,,,,,
BLSl297,UK,London,British Library,Sloane 297,,,,,,,,,
BLSl299,UK,London,British Library,Sloane 299,,,,,,,,,
BLSl3153,UK,London,British Library,Sloane 3153,,,,,,,,,
BLSl3160,UK,London,British Library,Sloane 3160,,,,,,,,,
BLSl317,UK,London,British Library,Sloane 317,,,,,,,,,
BLSl320,UK,London,British Library,Sloane 320,,,,,,,,,
BLSl3215,UK,London,British Library,Sloane 3215,,,,,,,,,
BLSl3285,UK,London,British Library,Sloane 3285,,,,,,,,,
BLSl3292,UK,London,British Library,Sloane 3292,,,,,,,,,
BLSl340,UK,London,British Library,Sloane 340,,,,,,,,,
BLSl3501,UK,London,British Library,Sloane 3501,,,,,,,,,
BLSl3534,UK,London,British Library,Sloane 3534,,,,,,,,,
BLSl3542,UK,London,British Library,Sloane 3542,,,,,,,,,
BLSl3548,UK,London,British Library,Sloane 3548,,,,,,,,,
BLSl3551,UK,London,British Library,Sloane 3551,,,,,,,,,
BLSl357,UK,London,British Library,Sloane 357,,,,,,,,,
BLSl3580A,UK,London,British Library,Sloane 3580 A,,,,,,,,,
BLSl3580B,UK,London,British Library,Sloane 3580 B,,,,,,,,,
BLSl3667,UK,London,British Library,Sloane 3667,,,,,,,,,
BLSl3688,UK,London,British Library,Sloane 3688,,,,,,,,,
BLSl374,UK,London,British Library,Sloane 374,,,,,,,,,
BLSl3747,UK,London,British Library,Sloane 3747,,,,,,,,,
BLSl3809,UK,London,British Library,Sloane 3809,,,,,,,,,
BLSl382,UK,London,British Library,Sloane 382,,,,,,,,,
BLSl4031,UK,London,British Library,Sloane 4031,,,,,,,,,
BLSl405,UK,London,British Library,Sloane 405,,,,,,,,,
BLSl442,UK,London,British Library,Sloane 442,,,,,,,,,
BLSl468,UK,London,British Library,Sloane 468,,,,,,,,,
BLSl513,UK,London,British Library,Sloane 513,,,,,,,,,
BLSl540A,UK,London,British Library,Sloane 540 A,,,,,,,,,
BLSl554,UK,London,British Library,Sloane 554,,,,,,,,,
BLSl56,UK,London,British Library,Sloane 56,,,,,,,,,
BLSl610,UK,London,British Library,Sloane 610,,,,,,,,,
BLSl620,UK,London,British Library,Sloane 620,,,,,,,,,
BLSl635,UK,London,British Library,Sloane 635,,,,,,,,,
BLSl636,UK,London,British Library,Sloane 636,,,,,,,,,
BLSl686,UK,London,British Library,Sloane 686,,,,,,,,,
BLSl692,UK,London,British Library,Sloane 692,,,,,,,,,
BLSl723,UK,London,British Library,Sloane 692,,,,,,,,,
BLSl7,UK,London,British Library,Sloane 7,,,,,,,,,
BLSl747,UK,London,British Library,Sloane 747,,,,,,,,,
BLSl775,UK,London,British Library,Sloane 775,,,,,,,,,
BLSl96,UK,London,British Library,Sloane 96,,,,,,,,,
BLSl962,UK,London,British Library,Sloane 962,,,,,,,,,
BLSl963,UK,London,British Library,Sloane 963,,,,,,,,,
BLSl989,UK,London,British Library,Sloane 989,,,,,,,,,
BLSto1055,UK,London,British Library,Stowe 1055,,,,,,,,,
BLSto39,UK,London,British Library,Stowe 39,,,,,,,,,
BLSto393,UK,London,British Library,Stowe 393,,,,,,,,,
BLSto620,UK,London,British Library,Stowe 620,,,,,,,,,
BLSto65,UK,London,British Library,Stowe 65,,,,,,,,,
BLSto68,UK,London,British Library,Stowe 68,,,,,,,,,
BLSto69,UK,London,British Library,Stowe 69,,,,,,,,,
BLSto70,UK,London,British Library,Stowe 70,,,,,,,,,
BLSto71,UK,London,British Library,Stowe 71,,,,,,,,,
BLSto850,UK,London,British Library,Stowe 850,,,,,,,,,
BLSto949,UK,London,British Library,Stowe 949,,,,,,,,,
BLSto95,UK,London,British Library,Stowe 95,,,,,,,,,
BLSto950,UK,London,British Library,Stowe 950,,,,,,,,,
BLSto951,UK,London,British Library,Stowe 951,,,,,,,,,
BLSto952,UK,London,British Library,Stowe 952,,,,,,,,,
BLSto953,UK,London,British Library,Stowe 953,,,,,,,,,
BLSto982,UK,London,British Library,Stowe 982,,,,,,,,,
BLYT13,UK,London,British Library,Yates Thompson 13,olim Taymouth Hours; olim Ashburnham App. (?)230; olim Yates Thompson 57,,,,,,,,
BLYT47,UK,London,British Library,Yates Thompson 47,olim Mostyn Hall 84,,,,,,,,
CollArmsAr58,UK,London,College of Arms,58,olim Arundel 58,,,,,,,,
CollArms2M16,UK,London,College of Arms,2.M.16,,,,,,,,,
CollArmsAr127,UK,London,College of Arms,Arundel 127,,,,,,,,,
CollArmsAr14,UK,London,College of Arms,Arundel 14,,,,,,,,,
CollArmsAr17,UK,London,College of Arms,Arundel 17,,,,,,,,,
CollArmsAr19,UK,London,College of Arms,Arundel 19,,,,,,,,,
CollArmsAr22,UK,London,College of Arms,Arundel 22,,,,,,,,,
CollArmsAr27,UK,London,College of Arms,Arundel 27,,,,,,,,,
CollArmsAr41,UK,London,College of Arms,Arundel 41,,,,,,,,,
CollArmsAr45,UK,London,College of Arms,Arundel 45,,,,,,,Not LXV as listed in NIMEV,,
CollArmsAr48,UK,London,College of Arms,Arundel 48,,,,,,,,,
CollArmsAr57,UK,London,College of Arms,Arundel 57,,,,,,,,,
CollArmsAr61,UK,London,College of Arms,Arundel 61,,,,,,,,,
CollArmsAr8,UK,London,College of Arms,Arundel 8,,,,,,,,,
CollArmsI7,UK,London,College of Arms,MS I.7,,,,,,,,,
CollArmsR25,UK,London,College of Arms,R. 25,,,,,,,,,
CollR25,UK,London,College of Arms,R. 25,,,,,,,,,
CollArmsVin25,UK,London,College of Arms,Vincent 25,,,,,,,,,
CollArms316,UK,London,College of Arms,Vincent Clare Roll,,,,,,,,,
Guildhall3035,UK,London,Corporation of London Records Office [formerly Guildhall],3035,,,,,,,,,
Guildhall3313,UK,London,Corporation of London Records Office [formerly Guildhall],3313,,,,,,,,,
Guildhall25125,UK,London,Corporation of London Records Office [formerly Guildhall],25125/32,,,,,,,,,
GuildhallChron,UK,London,Corporation of London Records Office [formerly Guildhall],Great Chronicle,,,,,,,,,
GuildhallHorn,UK,London,Corporation of London Records Office [formerly Guildhall],Liber Horn,,,,,,,,,
GuildhallLBK,UK,London,Corporation of London Records Office [formerly Guildhall],MS COL/AD/01/010,,,,,,,,,
DrWilliamsAnc3,UK,London,Dr Williams's Library,Anc. 3,,,,,,,,,
Dulwich22,UK,London,Dulwich College,22,,,,,,,,,
Dulwich24,UK,London,Dulwich College,24,,,,,,,,,
GraysInn12,UK,London,Gray's Inn,12,,,,,,,,,
GraysInn15,UK,London,Gray's Inn,15,,,,,,,,,
GraysInn20,UK,London,Gray's Inn,20,,,,,,,,,
InnerTem51111,UK,London,Inner Temple,Petyt 511.11 (Part XI),,,,,,,,,
InnerTem5117,UK,London,Inner Temple,Petyt 511.7 (Part VII),,,,,,,,,
InnerTem524,UK,London,Inner Temple,Petyt 524,,,,,,,,,
Scott,UK,London,John Scott,unknown,,,,,,,,,
Lam3,UK,London,Lambeth Palace Library,3,,,,,,,,,
Lam6,UK,London,Lambeth Palace Library,6,,,,,,,,,
Lam51,UK,London,Lambeth Palace Library,51,,,,,,,,,
Lam72,UK,London,Lambeth Palace Library,72,,,,,,,,,
Lam78,UK,London,Lambeth Palace Library,78,,,,,,,,,
Lam84,UK,London,Lambeth Palace Library,84,,,,,,,,,
Lam117,UK,London,Lambeth Palace Library,117,,,,,,,,,
Lam120,UK,London,Lambeth Palace Library,120,,,,,,,,,
Lam131,UK,London,Lambeth Palace Library,131,,,,,,,,,
Lam180,UK,London,Lambeth Palace Library,180,,,,,,,,,
Lam223,UK,London,Lambeth Palace Library,223,,,,,,,,,
Lam236,UK,London,Lambeth Palace Library,236,,,,,,,,,
Lam256,UK,London,Lambeth Palace Library,256,,,,,,,,,
Lam259,UK,London,Lambeth Palace Library,259,,,,,,,,,
Lam260,UK,London,Lambeth Palace Library,260,,,,,,,,,https://images.lambethpalacelibrary.org.uk/luna/servlet/detail/LPLIBLPL~17~17~180816~133236?sort=creator%2Ctype%2Cdate%2Ctitle&qvq=q:MS%20260;sort:creator%2Ctype%2Cdate%2Ctitle;lc:LPLIBLPL~17~17&mi=4&trs=12
Lam265,UK,London,Lambeth Palace Library,265,,,,,,,,,
Lam306,UK,London,Lambeth Palace Library,306,,,,,,,,,https://images.lambethpalacelibrary.org.uk/luna/servlet/detail/LPLIBLPL%7E17%7E17%7E178964%7E124985?sort=q:MS306
Lam331,UK,London,Lambeth Palace Library,331,,,,,,,,,
Lam344,UK,London,Lambeth Palace Library,344,,,,,,,,,
Lam352,UK,London,Lambeth Palace Library,352,,,,,,,,,
Lam390,UK,London,Lambeth Palace Library,390,,,,,,,,,
Lam408,UK,London,Lambeth Palace Library,408,,,,,,,,,
Lam432,UK,London,Lambeth Palace Library,432,,,,,,,,,
Lam444,UK,London,Lambeth Palace Library,444,,,,,,,,,
Lam487,UK,London,Lambeth Palace Library,487,,,,,,,,,
Lam491,UK,London,Lambeth Palace Library,491,,,,,,,,,
Lam492,UK,London,Lambeth Palace Library,492,,,,,,,,,
Lam499,UK,London,Lambeth Palace Library,499,,,,,,,,,
Lam501,UK,London,Lambeth Palace Library,501,,,,,,,,,
Lam522,UK,London,Lambeth Palace Library,522,,,,,,,,,
Lam523,UK,London,Lambeth Palace Library,523,,,,,,,,,
Lam541,UK,London,Lambeth Palace Library,541,,,,,,,,,
Lam545,UK,London,Lambeth Palace Library,545,,,,,,,,,
Lam546,UK,London,Lambeth Palace Library,546,,,,,,,,,
Lam557,UK,London,Lambeth Palace Library,557,,,,,,,,,
Lam559,UK,London,Lambeth Palace Library,559,,,,,,,,,
Lam560,UK,London,Lambeth Palace Library,560,,,,,,,,,
Lam742,UK,London,Lambeth Palace Library,742,,,,,,,,,
Lam783,UK,London,Lambeth Palace Library,783,,,,,,,,,
Lam853,UK,London,Lambeth Palace Library,853,,,,,,,,,
Lam878,UK,London,Lambeth Palace Library,878,,,,,,,,,
Lam935,UK,London,Lambeth Palace Library,935,,,,,,,,,
Lam3597,UK,London,Lambeth Palace Library,3597,"olim Coughton Court, sold Christie's, 20 Dec. 1972",,,,,,,,
LamCarew617,UK,London,Lambeth Palace Library,Carew 617,,,,,,,,,
LamCarew623,UK,London,Lambeth Palace Library,Carew 623,,,Book of Howth,,,,,,
SionArcL402E25,UK,London,Lambeth Palace Library,Sion College Arc. L.40.2/E.25,,,,,,,,,
SionArcL402E44,UK,London,Lambeth Palace Library,Sion College Arc. L.40.2/E.44,,,,,,,,,
LawSoc2,UK,London,Law Society,2 (107e),,,,,,,,,
LincInnH135,UK,London,Lincoln's Inn,Hale 135,,,,,,,,,
LincInnH150,UK,London,Lincoln's Inn,Hale 150,,,,,,,,,
LincInnH186,UK,London,Lincoln's Inn,Hale 186,Catalogue number XL,,,,,,,,
LincInnH74,UK,London,Lincoln's Inn,Hale 74,,,,,,,,,
LincInnH84,UK,London,Lincoln's Inn,Hale 84,,,,,,,,,
LincInnH90,UK,London,Lincoln's Inn,Hale 90,,,,,,,,,
LincInnMisc2,UK,London,Lincoln's Inn,Misc. 2,"formerly Class V, 46; or Misc. 46",,,,,,,,
GuildhallLegibus,UK,London,London Metropolitan Archives [formerly Corporation of London Records Office; prev. Guildhall],Liber de antiquis legibus,,,,,,,,,
PROLancA23,UK,London,"London, Public Record Office",Duchy of Lancaster Records A.23,,,,,,,,,
MercersWhit,UK,London,Mercer's Company Archives,Ordinances for Richard Whittington's Almshouse,,,,,,,,,
QuaritchHop,UK,London,Quaritch,,"olim Hopton Hall, Sotheby's, Dec. 1989",,,,,,,,
LonPhys388,UK,London,Royal College of Physicians,388 (13),,,,,,,,,
SocAnt101,UK,London,Society of Antiquaries,101,,,,,,,,,
SocAnt134,UK,London,Society of Antiquaries,134,,,,,,,,,
SocAnt252,UK,London,Society of Antiquaries,252,,,,,,,,,
SocAnt288,UK,London,Society of Antiquaries,288,,,,,,,,,
SocAnt687,UK,London,Society of Antiquaries,687,"olim Bright, Sotheby's Sale, 1924, Lot 378; Hope Allen Addit. MS. VI",,,,,,,,
StPauls47G3,UK,London,St Paul's Cathedral Library,CSE0706.01,formerly 47.G.3,,,printed book,,,,,
StPauls9Dxix,UK,London,St Paul's Cathedral Library,MS 8,formerly 9.D.xix,,,,,,,,
LonUnivColl,UK,London,"University College, London",Fragment Angl.1,olim Phillipps 22914,,,,,,,,
UnivLon278,UK,London,University of London,MS 278,olim Mostyn Hall 259,,,,,,,,
UnivLon593,UK,London,University of London,MS 593,,,,,,,,,
UnivLon657,UK,London,University of London,MS 657,olim Helmingham Hall I.J.I.7,,,,,,,,
UnivLonSLV17,UK,London,University of London,Sterling Library V.17,olim Clopton,,,,,,,,
UnivLonSLV88,UK,London,University of London,Sterling Library V.88,olim Ilchester,,,,,,,,
VandADyce45,UK,London,"Victoria and Albert Museum, National Art Library",Dyce 25.F.40,MS Dyce 45,,,,,,,,
VandADyce44,UK,London,"Victoria and Albert Museum, National Art Library",Dyce 25.F.44,MS Dyce 49,,,,,,,,
VandADyce34,UK,London,"Victoria and Albert Museum, National Art Library",Dyce 34,,,,Dyce's transcript of STC 17026,,,,,
VandADyce33,UK,London,"Victoria and Albert Museum, National Art Library",Dyce MS 33,,,,,,in Dyce 25.F.29,,,
VandAReid44,UK,London,"Victoria and Albert Museum, National Art Library",Reid 44,,,Fincham book of hours,,,,,,
VandAReid7,UK,London,"Victoria and Albert Museum, National Art Library",Reid 7,,,,,,,,,
Wellcome26,UK,London,Wellcome Collection Library,26,,,,,,,,,
Wellcome41,UK,London,Wellcome Collection Library,41,,,,,,,,,
Wellcome71,UK,London,Wellcome Collection Library,71,,,,,,,,,
Wellcome225,UK,London,Wellcome Collection Library,225,,,,,,,,,https://wellcomecollection.org/search/works?query=MS.225
Wellcome404,UK,London,Wellcome Collection Library,404,,,,,,,,,
Wellcome405,UK,London,Wellcome Collection Library,405,,,,,,,,,
Wellcome406,UK,London,Wellcome Collection Library,406,"olim Loscombe, olim Ashburnham 122",,,,,,,,https://wellcomecollection.org/search/works?query=MS.406
Wellcome411,UK,London,Wellcome Collection Library,411,,,,,,,,,
Wellcome519,UK,London,Wellcome Collection Library,519,,,,,,,,,
Wellcome542,UK,London,Wellcome Collection Library,542,olim Payne,,,,,,,,https://wellcomecollection.org/search/works?query=MS.542
Wellcome577,UK,London,Wellcome Collection Library,577,,,,,,,,,
Wellcome580,UK,London,Wellcome Collection Library,580,,,,,,,,,
Wellcome632,UK,London,Wellcome Collection Library,632,olim Pullen,,,,,,,,
Wellcome673,UK,London,Wellcome Collection Library,673,olim Phillipps 18134; Quaritch Sale. Cat. 164,,,,,,,,
Wellcome692,UK,London,Wellcome Collection Library,692,,,,,,,,,https://wellcomecollection.org/works/b38k86ch
Wellcome693,UK,London,Wellcome Collection Library,693,,,,,,,,,https://wellcomecollection.org/works/m4h6yewy
Wellcome5650,UK,London,Wellcome Collection Library,5650,,,,,,,,,https://wellcomecollection.org/search/works?query=MS.5650
WestmAb20,UK,London,Westminster Abbey,20,,,,,,,,,
WestmAb27,UK,London,Westminster Abbey,27,,,,,,,,,
WestmAb343,UK,London,Westminster Abbey,34.3,,,,,,,,,
WestmDiocH38,UK,London,Westminster Diocesan Archives,H.38,,,,,,,,,
WestmSch3,UK,London,Westminster School,3,olim Westminster School 10.top.17,,,,,,,,
PROC4734112,UK,London (Kew),The National Archives,C 47/34/1/12,,,,,,,,,
PROC473415,UK,London (Kew),The National Archives,C 47/34/1/5,,,,,,,,,
PROC473711,UK,London (Kew),The National Archives,C 47/37/11,,,,,,,,,
PROC473712,UK,London (Kew),The National Archives,C 47/37/12,,,,,,,,,
PROC473915,UK,London (Kew),The National Archives,C 47/39/15,,,,,,,,,
PROC473414,UK,London (Kew),The National Archives,C47/34/1/4,,,,,,,,,
PROCoranReg525,UK,London (Kew),The National Archives,Coram Rege Roll 525 (16 Ric. II) Rex,,,,,,,,,
PRODL41270,UK,London (Kew),The National Archives,DL 41/270,,,,,,,,,
PROE1632211,UK,London (Kew),The National Archives,E 163/22/1/1,,,,,,,,,
PROE163222,UK,London (Kew),The National Archives,E 163/22/2,,,,,,,,,
PROE16322257,UK,London (Kew),The National Archives,E 163/22/2/57,,,,,,,,,
PROExcheq,UK,London (Kew),The National Archives,E 175/11/16,,,,,,,,,
PROE36228,UK,London (Kew),The National Archives,E 36/228,formerly Treasury Receipt of Exchequer B 2 8,,,,,,,,
PROKB9144,UK,London (Kew),The National Archives,"KB 9/144, m.31",,,,,,,,,
PROSC122128,UK,London (Kew),The National Archives,SC 12/21/28,"olim Durham, Cathedral Library, Prior's Kitchen, Bp. Hatfield's Survey",,,,,,,,
PROSC217541,UK,London (Kew),The National Archives,SC 2/175/41,,,,"Court rolls of Hawkesbury (Gloucestershire), a manor of the Abbey of Pershore, Worcestershire",,,,,
PROSC69565,UK,London (Kew),The National Archives,SC 6/956/5,,,,"Bicester Priory Bursar's Accounts Roll, 17-18 Edward III, Michaelmas to Michaelmas",,,,,
PROSP1232,UK,London (Kew),The National Archives,SP 1/232,,,,,,,,,
PROSP1246,UK,London (Kew),The National Archives,SP 1/246,,,,,,,,,
PROHenVIII,UK,London (Kew),The National Archives,State Papers Henry VIII,,,,,,,,,
PROHenVIIISP1232,UK,London (Kew),The National Archives,"State Papers Henry VIII, SP1 232",,,,,,,,,
PROTreasB28,UK,London (Kew),The National Archives,"Treas. Receipt of Exchequer, B.2.8",,,,,,,,,
Longleat15,UK,Longleat,Marquess of Bath,MS 15,,,,,,,,,
Longleat174,UK,Longleat,Marquess of Bath,MS 174,,,,,,,,,
Longleat176,UK,Longleat,Marquess of Bath,MS 176,,,,,,,,,
Longleat178,UK,Longleat,Marquess of Bath,MS 178,,,,,,,,,
Longleat252A,UK,Longleat,Marquess of Bath,MS 252A,,,,,,,,,
Longleat253,UK,Longleat,Marquess of Bath,MS 253,,,,,,,,,
Longleat254,UK,Longleat,Marquess of Bath,MS 254,,,,,,,,,
Longleat256,UK,Longleat,Marquess of Bath,MS 256,,,,,,,,,
Longleat257,UK,Longleat,Marquess of Bath,MS 257,,,,,,,,,
Longleat258,UK,Longleat,Marquess of Bath,MS 258,,,,,,,,,
Longleat31,UK,Longleat,Marquess of Bath,MS 31,,,,,,,,,
Longleat32,UK,Longleat,Marquess of Bath,MS 32,,,,,,,,,
Longleat333,UK,Longleat,Marquess of Bath,MS 333,,,,,,,,,
Longleat41,UK,Longleat,Marquess of Bath,MS 41,,,,,,,,,
Longleat53,UK,Longleat,Marquess of Bath,MS 53,,,,,,,,,
Luton,UK,"Luton, Beds.",Guild,Register,,,,,,,,,
MaidstKAOU182,UK,"Maidstone, Kent",County Archives Office,K.A.O. U 182 Z1,,,,A rent roll,,,,,
Maidst6,UK,"Maidstone, Kent",Maidstone Museum,MS 6,,,,,,,,,
MaidstA13,UK,"Maidstone, Kent",Maidstone Museum,MS A.13,,,,,,,,,
Chetham11379,UK,Manchester,Chetham's Library,11379 [Mun. A.6.90],,,,,,,,,https://luna.manchester.ac.uk/luna/servlet/view/search?search=SUBMIT&cat=0&q=A.6.90
Chetham6690,UK,Manchester,Chetham's Library,6690 [Mun.A.7.1],,,,,,,,,https://luna.manchester.ac.uk/luna/servlet/view/search?search=SUBMIT&cat=0&q=A.7.1
Chetham6696,UK,Manchester,Chetham's Library,6696 [Mun. A.7.48],,,,,,,,,
Chetham6709,UK,Manchester,Chetham's Library,6709 [Mun. A.4.104],,,,,,,,,https://luna.manchester.ac.uk/luna/servlet/view/search?search=SUBMIT&cat=0&q=A.4.104
Chetham8008,UK,Manchester,Chetham's Library,8008 [Mun. A.4.103],,,,,,,,,
Chetham8009,UK,Manchester,Chetham's Library,8009 [Mun. A.6.31],,,,,,,,,https://luna.manchester.ac.uk/luna/servlet/view/search?search=SUBMIT&cat=0&q=A.6.31
ChethamA472,UK,Manchester,Chetham's Library,8026 [Mun A.4.72],,,,,,,,,
ChethamE610,UK,Manchester,Chetham's Library,MS E.6.10 (4),,,,,,,,,https://luna.manchester.ac.uk/luna/servlet/view/search?search=SUBMIT&cat=0&q=Armburgh+Papers
BLAshb27,UK,Manchester,John Rylands Library,Eng 86,olim Ashburnham 27,,,,,,,,
RylandsEng1,UK,Manchester,John Rylands Library,Eng. 1,olim Osterley Park,,,,,,,,
RylandsEng113,UK,Manchester,John Rylands Library,Eng. 113,olim Hodson 39,,,,,,,,
RylandsEng2,UK,Manchester,John Rylands Library,Eng. 2,olim Osterley Park,,,,,,,,
RylandsEng50,UK,Manchester,John Rylands Library,Eng. 50,MS 45388,"olim Quaritch Sale Cat. 328, Item 584",,,,,,,
RylandsEng51,UK,Manchester,John Rylands Library,Eng. 51,"olim Quaritch Sale Cat. 344, Item 28",,,,,,,,
RylandsEng63,UK,Manchester,John Rylands Library,Eng. 63,,,Oxford Fragments,,,,,,
RylandsEng82,UK,Manchester,John Rylands Library,Eng. 82,,,,,,,,,
